fiscalDateEnding,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2015-06-30,181728000,366000,None,8038000,1187000,11420000,12912000,63234000,None,118329000,-59912000,-171505000,0,128137000,128137000,None,68781000,68781000,None,None,None,None,-103090000,None,-47417000,2272000,117760000
2015-03-31,134394000,1480000,None,14895000,-3569000,11529000,9445000,-46790000,None,107332000,31027000,-41697000,0,77368000,77368000,None,857000,0,None,None,None,None,-42320000,None,106037000,-17687000,106704000
2014-12-31,89532000,84000,None,39388000,-2582000,11752000,10822000,-75513000,None,100740000,-11684000,-126982000,0,75621000,75621000,None,62245000,61827000,None,None,None,None,-64821000,None,-63373000,-14239000,99381000
2014-09-30,86691000,47000,None,23113000,3646000,12741000,8255000,-58984000,None,102797000,37947000,-88545000,0,117044000,117044000,None,0,0,None,None,None,None,-88592000,None,19919000,-16174000,102381000
2014-06-30,44886000,495000,None,61377000,3485000,12417000,9635000,-84618000,None,91728000,-37930000,-171578000,0,131391000,131391000,None,62807000,62807000,None,None,None,None,-109266000,None,-160485000,4137000,91302000
2014-03-31,173857000,489000,None,29546000,-13507000,12382000,8760000,-12228000,None,84195000,-67244000,-218429000,0,226725000,226725000,None,85000,0,None,None,None,None,-218833000,None,-116606000,-4790000,83824000
2013-12-31,61953000,656000,None,9335000,46830000,12490000,10720000,50093000,None,84009000,64449000,-189807000,0,136730000,136730000,None,61393000,61393000,None,None,None,None,-129070000,None,-62678000,727000,83496000
2013-09-30,96293000,0,None,-8875000,9817000,12629000,15482000,5115000,None,92729000,-25101000,-53471000,0,85925000,85925000,None,1161000,0,None,None,None,None,-52310000,None,24221000,6500000,92400000
2013-06-30,84026000,584000,None,45080000,48314000,11674000,17141000,48223000,None,92663000,-105680000,-75367000,0,21600000,21600000,None,61899000,61899000,None,None,None,None,-14052000,None,-108578000,-11557000,92315000
2013-03-31,165264000,1099000,None,-1390000,-38371000,11278000,10068000,-38856000,None,80610000,-10474000,-13383000,0,17681000,17681000,None,0,0,None,None,None,None,-6752000,None,133845000,-7562000,80315000
2012-12-31,60749000,1178000,None,-30341000,12478000,10695000,10554000,16044000,None,83499000,-10408000,-158311000,0,108921000,108921000,None,58010000,57905000,None,None,None,None,-101411000,None,-106800000,1170000,84208000
2012-09-30,69166000,86000,None,-23267000,30715000,10030000,10170000,23520000,None,88727000,-10161000,-63746000,0,87227000,87227000,None,1177000,0,None,None,None,None,-62628000,None,3395000,8136000,88490000
2012-06-30,92814000,1039000,None,70674000,61618000,9670000,9814000,63260000,None,84021000,5973000,-135471000,0,84401000,84401000,None,59358000,59358000,None,None,None,None,-76919000,None,-48668000,-11984000,83955000
2012-03-31,147397000,187000,None,13559000,-14892000,9545000,17088000,-12968000,None,76722000,-32398000,-5519000,0,21865000,21865000,None,0,0,None,None,None,None,-8945000,None,118559000,9079000,76707000
2011-12-31,107936000,231000,None,-54879000,-58077000,9146000,19261000,-58717000,None,93140000,-18918000,-54342000,0,3499000,3499000,None,53130000,52997000,None,None,None,None,-1444000,None,33542000,-1134000,92843000
2011-09-30,93305000,48000,None,-24070000,12656000,9199000,20619000,4312000,None,106876000,-21227000,-12617000,0,43298000,43298000,None,822000,0,None,None,None,None,-12332000,None,34984000,-24477000,106604000
2011-06-30,78057000,13000,None,7943000,10277000,9257000,17110000,14173000,None,95020000,-17581000,-80598000,0,45690000,45690000,None,53014000,53014000,None,None,None,None,-29869000,None,-12641000,7481000,95000000
2011-03-31,177833000,4000,None,30187000,-5268000,9174000,21125000,-6683000,None,91207000,-22613000,-9534000,0,19584000,19584000,None,0,0,None,None,None,None,-11780000,None,154006000,8320000,91232000
2010-12-31,134831000,42100000,None,-60302000,-79554000,10723000,15755000,-77947000,None,96448000,-16214000,-98325000,0,106862000,106862000,None,42563000,42475000,None,None,None,None,-68036000,None,27239000,6947000,96502000
2010-09-30,113018000,52547000,None,25330000,38298000,9085000,10953000,34203000,None,96038000,-9510000,-27557000,0,67782000,67782000,None,963000,0,None,None,None,None,-30064000,None,96926000,20975000,96105000
2010-06-30,20546000,56998000,None,121941000,216655000,9110000,8118000,219602000,None,90409000,-8708000,-80919000,0,53649000,53649000,None,42397000,42397000,None,None,None,None,-42629000,None,-81348000,-12267000,90318000
2010-03-31,127123000,20083000,None,43169000,14776000,9395000,7582000,12965000,None,61310000,-7747000,-1787000,0,18019000,18019000,None,0,0,None,None,None,None,-5799000,None,115719000,-1870000,61247000
2009-12-31,30970000,37128000,None,58698000,119269000,11430000,9364000,121395000,None,69650000,-5790000,-44758000,0,7434000,7434000,None,40354000,40279000,None,None,None,None,-3020000,None,-21340000,-1762000,69135000
2009-09-30,42462000,46924000,None,71711000,94828000,9923000,9514000,94025000,None,57564000,-10909000,-9759000,0,34103000,34103000,None,1009000,0,None,None,None,None,-8996000,None,31287000,9493000,57752000
2009-06-30,85086000,59811000,None,-20329000,-59071000,10244000,7166000,-60379000,None,53814000,-14599000,-53095000,0,23760000,23760000,None,40276000,40276000,None,None,None,None,-14892000,None,32303000,14911000,54070000
2009-03-31,172282000,None,None,None,None,9958000,8656000,None,None,59369000,-10050000,-9736000,None,19212000,None,None,None,None,None,None,None,None,-19212000,None,142651000,-9845000,59260000
2008-12-31,102580000,None,None,None,None,11571000,10569000,None,None,78706000,-11255000,-37554000,None,9258000,None,None,33942000,33942000,None,None,None,None,-9258000,None,44679000,-9092000,77728000
2008-09-30,91678000,None,None,None,None,10222000,24631000,None,None,86146000,-23896000,-48880000,None,75332000,None,None,2000,2000,None,None,None,None,-75332000,None,-7139000,-26041000,85565000
2008-06-30,36003000,None,None,None,None,10056000,14316000,None,None,71606000,-14316000,-62517000,None,50970000,None,None,34163000,34163000,None,None,None,None,-50970000,None,-37478000,3352000,71249000
